Name,Platform,RatingOutOf20,Publisher,Year,Classification,Genre
tenchu: shadow assassins,wii,13,ubisoft,2008,+16,action
tennis,gb,11,nintendo,1989,+3,sports
terminator 3: rise of the machines,gba,7,atari,2003,+7,action
terminator 3: rise of the machines,ps2,8,atari,2003,+7,action
terminator 3: the redemption,ps2,11,atari,2004,+16,shooter
terranigma,snes,18,nintendo,1995,unknown,role-playing
terraria,ps3,13,505 games,2013,+12,action
terraria,pc,16,unknown,2011,+12,action
test drive: eve of destruction,ps2,14,atari,2004,+12,racing
test drive unlimited,psp,15,atari,2007,+3,racing
test drive unlimited,pc,15,atari,2007,unknown,racing
tetris,gb,19,nintendo,1989,+3,puzzle
tetris ds,ds,17,nintendo,2006,+3,puzzle
tetris dx,gb,17,nintendo,1998,+3,puzzle
tetris party deluxe,wii,12,nintendo,2010,+3,puzzle
tetris party deluxe,ds,12,nintendo,2010,+3,puzzle
tetris worlds,ps2,11,thq,2002,+3,puzzle
tetris worlds,gba,15,thq,2001,+3,puzzle
the 3rd birthday,psp,15,square enix,2010,+16,role-playing
the awakened fate ultimatum,ps3,11,nippon ichi software,2014,+12,role-playing
the bard's tale,ps2,14,ubisoft,2004,+12,role-playing
the beatles: rock band,wii,16,mtv games,2009,+12,misc
the beatles: rock band,ps3,16,mtv games,2009,+12,misc
the binding of isaac,pc,14,unknown,2012,+12,action
the black eyed peas experience,wii,12,ubisoft,2011,+12,misc
the book of unwritten tales,pc,16,hmh interactive,2009,+12,adventure
the bouncer,ps2,12,sony computer entertainment,2000,+16,action
the bureau: xcom declassified,pc,14,take-two interactive,2013,+16,shooter
the bureau: xcom declassified,ps3,14,take-two interactive,2013,+16,shooter
the chronicles of riddick: assault on dark athena,pc,14,vivendi games,2009,+18,shooter
the chronicles of riddick: assault on dark athena,ps3,14,vivendi games,2009,+18,shooter
the club,ps3,13,sega,2008,+18,shooter
the conduit,wii,15,sega,2009,+16,shooter
the crew,pc,14,ubisoft,2014,+12,racing
the crew,ps4,14,ubisoft,2014,+12,racing
the cursed crusade,pc,10,dtp entertainment,2011,+18,action
the cursed crusade,ps3,10,dtp entertainment,2011,+18,action
the darkness,ps3,16,take-two interactive,2007,+18,shooter
the darkness ii,pc,15,take-two interactive,2012,+18,shooter
the darkness ii,ps3,15,take-two interactive,2012,+18,shooter
the dog island,ps2,9,ubisoft,2007,+3,adventure
the dog island,wii,9,ubisoft,2007,+3,adventure
the elder scrolls iv: oblivion,ps3,17,ubisoft,2007,+16,role-playing
the elder scrolls iv: oblivion,pc,18,take-two interactive,2006,+16,role-playing
the elder scrolls v: skyrim,pc,18,bethesda softworks,2011,+18,role-playing
the elder scrolls v: skyrim,ps3,18,bethesda softworks,2011,+18,role-playing
the evil within,ps3,16,bethesda softworks,2014,+18,action
the evil within,pc,16,bethesda softworks,2014,+18,action
the evil within,ps4,16,bethesda softworks,2014,+18,action
the eye of judgment,ps3,13,sony computer entertainment,2007,+12,misc
the eye of judgment: legends,psp,15,sony computer entertainment,2010,unknown,strategy
the fight: lights out,ps3,9,sony computer entertainment,2010,+16,fighting
the final fantasy legend,gb,13,squaresoft,1989,unknown,role-playing
the first templar,pc,11,kalypso media,2011,+16,action
the flintstones: big trouble in bedrock,gba,7,swing! entertainment,2001,+3,platform
the getaway,ps2,11,sony computer entertainment,2002,+18,action
the getaway: black monday,ps2,9,sony computer entertainment,2004,+18,action
the grim adventures of billy & mandy,wii,8,midway games,2006,+12,action
the guided fate paradox,ps3,15,nippon ichi software,2013,+12,role-playing
the haunted: hell's reach,pc,9,visco,2011,+18,shooter
the house of the dead: overkill,wii,15,sega,2009,+18,shooter
the house of the dead: overkill - extended cut,ps3,15,sega,2011,+18,shooter
the hustle: detroit streets,psp,13,deep silver,2005,+16,sports
the incredible hulk,ps2,7,sega,2008,+12,action
the incredible hulk,wii,7,sega,2008,+12,action
the incredible hulk,ds,8,sega,2008,+12,action
the incredible hulk,ps3,8,sega,2008,+12,action
the incredible hulk: ultimate destruction,ps2,13,vivendi games,2005,+12,action
the king of fighters 2000/2001,ps2,13,ignition entertainment,2003,+12,fighting
the king of fighters ex2: howling blood,gba,16,marvelous interactive,2002,+12,fighting
the king of fighters xi,ps2,16,ignition entertainment,2006,+12,fighting
the king of fighters xii,ps3,12,ignition entertainment,2009,+12,fighting
the king of fighters xiii,ps3,18,rising star games,2011,+12,fighting
the king of fighters xiv,ps4,16,deep silver,2016,unknown,fighting
the king of route 66,ps2,13,sega,2003,+12,racing
the kore gang,wii,14,flashpoint games,2010,+7,platform
rabbids land,wiiu,8,ubisoft,2012,+7,misc
the last guy,ps3,14,sony computer entertainment,2009,unknown,action
the last of us,ps3,19,sony computer entertainment europe,2013,+18,action
the last remnant,pc,13,square enix,2009,+16,role-playing
the last story,wii,17,nintendo,2011,+16,role-playing
the legend of heroes: a tear of vermillion,psp,12,namco bandai games,2005,unknown,role-playing
the legend of heroes ii: prophecy of the moonlight witch,psp,13,namco bandai games,2004,+3,role-playing
the legend of kage 2,ds,11,square enix,2008,+12,action
the legend of legacy,3ds,13,furyu,2015,+12,role-playing
the legend of spyro: a new beginning,ds,13,vivendi games,2006,+7,platform
the legend of spyro: the eternal night,ds,8,vivendi games,2007,+7,platform
the legend of spyro: the eternal night,wii,8,vivendi games,2007,+7,platform
the legend of spyro: the eternal night,ps2,8,vivendi games,2007,+7,platform
the legend of zelda: a link between worlds,3ds,17,nintendo,2013,+7,action
the legend of zelda: a link to the past,snes,19,nintendo,1991,+7,action
the legend of zelda: a link to the past,gba,17,nintendo,2002,+7,action
the legend of zelda: link's awakening,gb,18,nintendo,1992,+3,action
the legend of zelda: link's awakening dx,gb,18,nintendo,1998,+3,adventure
the legend of zelda: majora's mask,n64,19,nintendo,2000,+3,action
the legend of zelda: ocarina of time,3ds,19,nintendo,2011,+3,action
the legend of zelda: ocarina of time,n64,18,nintendo,1998,+3,action
the legend of zelda: oracle of ages,gb,18,nintendo,2001,+3,action
the legend of zelda: oracle of seasons,gb,18,nintendo,2001,+3,adventure
the legend of zelda: phantom hourglass,ds,18,nintendo,2007,+7,action
the legend of zelda: skyward sword,wii,18,nintendo,2011,+12,action
the legend of zelda: spirit tracks,ds,18,nintendo,2009,+7,action
the legend of zelda: the minish cap,gba,17,nintendo,2004,+3,action
the legend of zelda: the wind waker,wiiu,19,nintendo,2013,+3,action
the legend of zelda: tri force heroes,3ds,16,nintendo,2015,+7,action
the legend of zelda: twilight princess,wii,19,nintendo,2006,+12,action
the legendary starfy,ds,12,nintendo,2008,unknown,platform
the longest journey,pc,15,empire interactive,1999,unknown,adventure
the lost vikings,gba,16,activision,2003,+3,puzzle
the mark of kri,ps2,17,sony computer entertainment,2002,+16,action
the matrix: path of neo,ps2,11,atari,2005,+16,action
the movies,pc,17,activision,2005,+12,simulation
the next big thing,pc,16,focus home interactive,2011,+3,adventure
the night of the rabbit,pc,13,daedalic entertainment,2013,unknown,adventure
the order: 1886,ps4,15,sony computer entertainment,2015,+18,shooter
the pinball of the dead,gba,13,sega,2002,unknown,misc
the powerpuff girls: him and seek,gba,11,bam! entertainment,2002,+3,platform
the punisher,ps2,11,thq,2005,+18,action
the revenge of shinobi,gba,9,atari,2002,+3,platform
the rub rabbits!,ds,14,sega,2005,+7,puzzle
the saboteur,pc,15,electronic arts,2009,+18,action
the saboteur,ps3,15,electronic arts,2009,+18,action
the scorpion king: sword of osiris,gba,14,vivendi games,2002,+3,action
the secret world,pc,16,funcom,2012,+16,role-playing
the settlers: rise of an empire,pc,13,ubisoft,2007,+12,strategy
the settlers,ds,7,ubisoft,2007,+7,action
the settlers 7: paths to a kingdom,pc,16,ubisoft,2010,+12,strategy
the shoot,ps3,10,sony computer entertainment,2010,+12,shooter
the simpsons: hit & run,ps2,12,vivendi games,2003,+7,racing
the simpsons: road rage,gba,13,thq,2003,+3,racing
the simpsons: road rage,ps2,11,electronic arts,2001,+3,racing
the sky crawlers: innocent aces,wii,15,namco bandai games,2008,+12,simulation
the suffering,ps2,14,midway games,2004,+18,action
the suffering: ties that bind,ps2,13,midway games,2005,+18,action
the terminator: dawn of fate,ps2,10,atari,2002,+12,action
the thing,ps2,16,vivendi games,2002,+12,adventure
the void,pc,16,mamba games,2008,+12,adventure
the walking dead: survival instinct,ps3,6,activision,2013,+18,shooter
the walking dead: survival instinct,wiiu,6,activision,2013,+18,shooter
the warriors,psp,15,take-two interactive,2007,+18,action
the warriors,ps2,13,take-two interactive,2005,+18,action
the island of dr. frankenstein,wii,4,storm city games,2009,+3,adventure
the witch and the hundred knight,ps3,13,nippon ichi software,2013,+16,role-playing
the witcher,pc,16,atari,2007,+18,role-playing
the witcher: enhanced edition,pc,18,atari,2008,+18,role-playing
the witcher 2: assassins of kings,pc,18,namco bandai games,2011,+18,action
the witcher 3: wild hunt,pc,19,namco bandai games,2015,+18,role-playing
the witcher 3: wild hunt,ps4,19,namco bandai games,2015,+18,role-playing
the wonderful 101,wiiu,14,nintendo,2013,unknown,action
theatrhythm: final fantasy,3ds,18,square enix,2012,+9,misc
theme hospital,pc,17,electronic arts,1997,unknown,strategy
theme park,ds,13,electronic arts,2007,+3,simulation
sim theme park,pc,15,electronic arts,1998,+3,strategy
thrillville,psp,14,atari,2006,+7,strategy
thrillville,ps2,14,atari,2006,+7,strategy
thrillville: off the rails,ds,10,lucasarts,2007,+7,strategy
thrillville: off the rails,psp,14,lucasarts,2007,+7,strategy
thrillville: off the rails,wii,14,lucasarts,2007,+7,strategy
thrillville: off the rails,ps2,14,lucasarts,2007,+7,strategy
thunderstrike: operation phoenix,ps2,14,eidos interactive,2001,+12,simulation
tiger woods pga tour,ds,12,electronic arts,2004,+3,sports
tiger woods pga tour 06,psp,15,electronic arts,2005,+3,sports
tiger woods pga tour 06,ps2,16,electronic arts,2005,+3,sports
tiger woods pga tour 07,ps3,14,electronic arts,2006,+3,sports
tiger woods pga tour 07,ps2,14,electronic arts,2006,+3,sports
tiger woods pga tour 07,psp,15,electronic arts,2006,+3,sports
tiger woods pga tour 08,ps3,15,electronic arts,2007,+3,sports
tiger woods pga tour 08,wii,13,electronic arts,2007,+3,sports
tiger woods pga tour 08,psp,14,electronic arts,2007,+3,sports
tiger woods pga tour 08,ps2,13,electronic arts,2007,+3,sports
tiger woods pga tour 08,ds,14,electronic arts,2007,+3,sports
tiger woods pga tour 09,ps2,8,electronic arts,2008,+3,sports
tiger woods pga tour 09,ps3,15,electronic arts,2008,+3,sports
tiger woods pga tour 10,wii,15,electronic arts,2009,+3,sports
tiger woods pga tour 10,ps3,15,electronic arts,2009,+3,sports
tiger woods pga tour 11,wii,16,electronic arts,2010,+3,sports
tiger woods pga tour 11,ps3,15,electronic arts,2010,unknown,sports
tiger woods pga tour 14,ps3,13,electronic arts,2013,+3,sports
tiger woods pga tour 2001,ps2,15,electronic arts,2001,+3,sports
tiger woods pga tour 2002,ps2,15,electronic arts,2002,+3,sports
tiger woods pga tour 2003,ps2,15,electronic arts,2002,+3,sports
tiger woods pga tour 2004,gba,12,electronic arts,2003,+3,sports
tiger woods pga tour 2004,ps2,17,electronic arts,2003,+3,sports
tiger woods pga tour 2005,ps2,17,electronic arts,2004,+3,sports
tiger woods pga tour 2005,pc,17,electronic arts,2004,+3,sports
tiger woods pga tour golf,gba,12,ubisoft,2002,+3,sports
time and eternity,ps3,10,nippon ichi software,2012,+12,role-playing
time crisis 3,ps2,14,namco bandai games,2003,+12,shooter
time crisis 4,ps3,11,namco bandai games,2007,+12,shooter
time crisis ii,ps2,14,namco bandai games,2001,+16,shooter
timeshift,ps3,10,vivendi games,2007,+18,shooter
timeshift,pc,10,vivendi games,2007,+18,shooter
timesplitters,ps2,15,eidos interactive,2000,+12,shooter
timesplitters: future perfect,ps2,15,electronic arts,2005,+18,shooter
timesplitters 2,ps2,17,eidos interactive,2002,+16,shooter
tiny toon adventures: wacky stackers,gba,14,conspiracy entertainment,2001,unknown,puzzle
titan quest,pc,18,thq,2006,+12,role-playing
titanfall,pc,15,electronic arts,2014,+16,shooter
tmnt,psp,6,ubisoft,2007,+7,action
tmnt,ds,7,ubisoft,2007,+7,action
tmnt,wii,11,ubisoft,2007,+7,action
tna impact!,wii,12,midway games,2008,+16,fighting
tna impact!,ps2,11,midway games,2008,+16,fighting
tna impact!,ps3,13,midway games,2008,+16,fighting
toca race driver 3,ps2,16,codemasters,2006,+12,racing
toca race driver 3,pc,16,codemasters,2006,+12,racing
tokobot,psp,14,take-two interactive,2005,+7,platform
tokyo jungle,ps3,16,sony computer entertainment,2012,+16,action
tokyo twilight ghost hunters,ps3,10,aksys games,2014,unknown,role-playing
tom and jerry tales,ds,9,warner bros. interactive entertainment,2006,+3,platform
tom clancy's endwar,pc,15,ubisoft,2009,+12,strategy
tom clancy's endwar,psp,13,ubisoft,2008,+12,strategy
tom clancy's endwar,ds,14,ubisoft,2008,+12,strategy
tom clancy's endwar,ps3,17,ubisoft,2008,+12,strategy
tom clancy's ghost recon,wii,12,ubisoft,2010,+16,shooter
tomb raider,pc,18,eidos interactive,1996,+18,action
tomb raider,pc,18,eidos interactive,1996,+3,action
tomb raider: the last revelation,pc,15,eidos interactive,1998,+12,action
tomb raider ii,pc,17,eidos interactive,1997,+12,action
tomb raider iii: adventures of lara croft,pc,16,eidos interactive,1998,+12,action
tomb raider: underworld,ps2,8,eidos interactive,2009,+16,action
tomb raider: underworld,wii,15,eidos interactive,2008,+16,action
tomb raider: underworld,pc,15,eidos interactive,2008,+16,action
tomb raider: underworld,ds,13,eidos interactive,2008,unknown,action
tomb raider: underworld,ps3,14,eidos interactive,2008,+16,action
tomodachi life,3ds,15,nintendo,2013,+3,simulation
tony hawk: shred,wii,12,activision,2010,+3,sports
tony hawk: shred,ps3,12,activision,2010,+3,sports
tony hawk's american sk8land,gba,11,activision,2005,+3,sports
tony hawk's american sk8land,ds,15,activision,2005,+3,sports
tony hawk's downhill jam,ds,14,activision,2006,+3,sports
tony hawk's motion,ds,10,activision,2008,+3,sports
tony hawk's pro skater 2,gba,15,activision,2001,+3,sports
tony hawk's pro skater 3,gba,16,activision,2002,+3,sports
tony hawk's pro skater 3,ps2,16,activision,2001,+3,sports
tony hawk's pro skater 4,gba,15,activision,2002,+3,sports
tony hawk's pro skater 4,ps2,17,activision,2002,+3,sports
tony hawk's project 8,psp,15,activision,2006,+16,sports
tony hawk's project 8,ps3,16,activision,2006,+16,sports
tony hawk's project 8,ps2,14,activision,2006,+16,sports
tony hawk's proving ground,wii,10,activision,2007,+12,sports
tony hawk's proving ground,ps2,12,activision,2007,unknown,sports
tony hawk's proving ground,ps3,14,activision,2007,unknown,sports
tony hawk's proving ground,ds,14,activision,2007,+12,sports
tony hawk's underground,ps2,17,activision,2003,+16,sports
tony hawk's underground 2,gba,14,activision,2004,+3,sports
tony hawk's underground 2,ps2,17,activision,2004,+3,sports
top gear rally,gba,16,kemco,2003,+3,racing
top gun,ps3,8,505 games,2011,+12,simulation
top gun,ds,9,505 games,2006,+12,simulation
top gun: combat zones,ps2,12,titus,2001,+3,simulation
top gun: hard lock,ps3,9,505 games,2012,+12,action
top spin,ps2,15,take-two interactive,2005,+3,sports
top spin 2,ds,11,take-two interactive,2006,+3,sports
top spin 3,ds,16,d3publisher,2008,+3,action
top spin 3,ps3,17,take-two interactive,2008,+3,action
top spin 3,wii,13,take-two interactive,2008,unknown,action
top spin 4,wii,12,take-two interactive,2011,+7,sports
top spin 4,ps3,18,take-two interactive,2011,+7,sports
torino 2006,ps2,14,take-two interactive,2006,+3,sports
total overdose: a gunslinger's tale in mexico,ps2,14,eidos interactive,2005,+16,shooter
total war: rome ii,pc,17,sega,2013,+16,strategy
total war: shogun 2,pc,18,sega,2011,+16,strategy
totally spies!,gba,9,atari,2005,+3,platform
totally spies! totally party,wii,7,ubisoft,2008,+3,misc
totally spies! totally party,ps2,7,ubisoft,2008,+3,misc
totally spies! totally party,pc,7,ubisoft,2008,+3,misc
totally spies! 2: undercover,ds,9,atari,2006,+3,action
touch 'n' play collection,ds,6,o-games,2010,+12,misc
touch detective,ds,12,505 games,2006,+3,adventure
